1;693;0,28
2;887,7;0,56
3;906,18;0,84
4;931,26;1,12
5;952,71;1,40
6;1115,07;1,68
7;1136,85;1,96
8;1190,97;2,23
9;1190,97;2,51
10;1266,87;2,79
11;1304,49;3,07
12;1337,16;3,35
13;1341,45;3,63
14;1353,33;3,91
15;1391,28;4,19
16;1418,34;4,47
17;1452,99;4,75
18;1461,57;5,03
19;1461,57;5,31
20;1494,24;5,59
21;1514,7;5,87
22;1515,69;6,15
23;1515,69;6,42
24;1515,69;6,70
25;1526,58;6,98
26;1526,58;7,26
27;1538,46;7,54
28;1544,4;7,82
29;1550,34;8,10
30;1551,33;8,38
31;1569,81;8,66
32;1584;8,94
33;1593,9;9,22
34;1596,87;9,50
35;1623,93;9,78
36;1623,93;10,06
37;1623,93;10,34
38;1623,93;10,61
39;1628,55;10,89
40;1656,6;11,17
41;1661,88;11,45
42;1672,77;11,73
43;1678,05;12,01
44;1682,34;12,29
45;1697,19;12,57
46;1699,83;12,85
47;1732,17;13,13
48;1732,17;13,41
49;1732,17;13,69
50;1732,17;13,97
51;1737,45;14,25
52;1742,07;14,53
53;1743,06;14,80
54;1749;15,08
55;1753,95;15,36
56;1775,73;15,64
57;1781,01;15,92
58;1787,61;16,20
59;1829,85;16,48
60;1840,41;16,76
61;1842,72;17,04
62;1847,01;17,32
63;1862,19;17,60
64;1865,49;17,88
65;1894,53;18,16
66;1897,83;18,44
67;1899,15;18,72
68;1905,42;18,99
69;1934,79;19,27
70;1948,98;19,55
71;1948,98;19,83
72;1948,98;20,11
73;1948,98;20,39
74;1956,24;20,67
75;1957,56;20,95
76;1959,54;21,23
77;1970,43;21,51
78;1970,43;21,79
79;1975,71;22,07
80;1980;22,35
81;1980;22,63
82;1980,33;22,91
83;1984,62;23,18
84;1988,91;23,46
85;1989,9;23,74
86;2024,55;24,02
87;2043,03;24,30
88;2057,22;24,58
89;2057,22;24,86
90;2085,27;25,14
91;2100,45;25,42
92;2111,34;25,70
93;2127,51;25,98
94;2143,68;26,26
95;2165,46;26,54
96;2165,46;26,82
97;2165,46;27,09
98;2165,46;27,37
99;2165,46;27,65
100;2165,46;27,93
101;2165,46;28,21
102;2165,46;28,49
103;2165,46;28,77
104;2177,34;29,05
105;2186,91;29,33
106;2197,8;29,61
107;2202,09;29,89
108;2208,69;30,17
109;2219,58;30,45
110;2224,86;30,73
111;2255,22;31,01
112;2273,7;31,28
113;2273,7;31,56
114;2273,7;31,84
115;2273,7;32,12
116;2290,86;32,40
117;2295,15;32,68
118;2295,15;32,96
119;2299,77;33,24
120;2310;33,52
121;2310;33,80
122;2316,93;34,08
123;2327,82;34,36
124;2336,4;34,64
125;2338,71;34,92
126;2343,99;35,20
127;2349,27;35,47
128;2360,16;35,75
129;2379,63;36,03
130;2381,94;36,31
131;2381,94;36,59
132;2381,94;36,87
133;2381,94;37,15
134;2381,94;37,43
135;2381,94;37,71
136;2381,94;37,99
137;2381,94;38,27
138;2381,94;38,55
139;2389,53;38,83
140;2403,39;39,11
141;2436,06;39,39
142;2436,06;39,66
143;2436,06;39,94
144;2441,34;40,22
145;2468,4;40,50
146;2475;40,78
147;2475;41,06
148;2480,28;41,34
149;2490,18;41,62
150;2490,18;41,90
151;2490,18;42,18
152;2490,18;42,46
153;2501,07;42,74
154;2503,05;43,02
155;2512,95;43,30
156;2524,83;43,58
157;2544,3;43,85
158;2546,28;44,13
159;2550,9;44,41
160;2566,08;44,69
161;2571,36;44,97
162;2576,64;45,25
163;2598,42;45,53
164;2598,42;45,81
165;2598,42;46,09
166;2598,42;46,37
167;2598,42;46,65
168;2598,42;46,93
169;2598,42;47,21
170;2598,42;47,49
171;2598,42;47,77
172;2598,42;48,04
173;2598,42;48,32
174;2598,42;48,60
175;2598,42;48,88
176;2598,42;49,16
177;2609,31;49,44
178;2613,6;49,72
179;2617,89;50,00
180;2630,76;50,28
181;2630,76;50,56
182;2640,66;50,84
183;2641,65;51,12
184;2641,65;51,40
185;2641,65;51,68
186;2641,65;51,96
187;2641,65;52,23
188;2641,65;52,51
189;2647,26;52,79
190;2652,54;53,07
191;2652,54;53,35
192;2652,54;53,63
193;2684,88;53,91
194;2687,19;54,19
195;2695,77;54,47
196;2706,66;54,75
197;2706,66;55,03
198;2706,66;55,31
199;2706,66;55,59
200;2706,66;55,87
201;2706,66;56,15
202;2706,66;56,42
203;2706,66;56,70
204;2706,66;56,98
205;2706,66;57,26
206;2706,66;57,54
207;2706,66;57,82
208;2706,66;58,10
209;2706,66;58,38
210;2706,66;58,66
211;2706,66;58,94
212;2706,66;59,22
213;2706,66;59,50
214;2706,66;59,78
215;2706,66;60,06
216;2706,66;60,34
217;2717,55;60,61
218;2728,44;60,89
219;2739,33;61,17
220;2760,78;61,45
221;2760,78;61,73
222;2760,78;62,01
223;2760,78;62,29
224;2760,78;62,57
225;2760,78;62,85
226;2760,78;63,13
227;2766,39;63,41
228;2768,37;63,69
229;2772;63,97
230;2814,9;64,25
231;2814,9;64,53
232;2814,9;64,80
233;2814,9;65,08
234;2814,9;65,36
235;2814,9;65,64
236;2845,26;65,92
237;2855,16;66,20
238;2858,13;66,48
239;2869,02;66,76
240;2877,6;67,04
241;2877,6;67,32
242;2916,87;67,60
243;2923,14;67,88
244;2923,14;68,16
245;2923,14;68,44
246;2923,14;68,72
247;2923,14;68,99
248;2923,14;69,27
249;2932,05;69,55
250;2961,09;69,83
251;2965,05;70,11
252;2979,57;70,39
253;3006,3;70,67
254;3031,38;70,95
255;3031,38;71,23
256;3031,38;71,51
257;3031,38;71,79
258;3031,38;72,07
259;3031,38;72,35
260;3031,38;72,63
261;3058,44;72,91
262;3139,62;73,18
263;3139,62;73,46
264;3183,18;73,74
265;3193,74;74,02
266;3234;74,30
267;3234;74,58
268;3237,3;74,86
269;3247,86;75,14
270;3248,19;75,42
271;3248,19;75,70
272;3248,19;75,98
273;3248,19;76,26
274;3248,19;76,54
275;3248,19;76,82
276;3248,19;77,09
277;3248,19;77,37
278;3248,19;77,65
279;3248,19;77,93
280;3248,19;78,21
281;3248,19;78,49
282;3249,18;78,77
283;3264,36;79,05
284;3272,94;79,33
285;3275,25;79,61
286;3300;79,89
287;3300;80,17
288;3300;80,45
289;3300;80,73
290;3302,31;81,01
291;3304,29;81,28
292;3312,87;81,56
293;3356,1;81,84
294;3356,1;82,12
295;3356,43;82,40
296;3356,43;82,68
297;3356,43;82,96
298;3365,01;83,24
299;3398,67;83,52
300;3420,12;83,80
301;3464,67;84,08
302;3464,67;84,36
303;3464,67;84,64
304;3464,67;84,92
305;3464,67;85,20
306;3465;85,47
307;3465;85,75
308;3465;86,03
309;3465;86,31
310;3518,79;86,59
311;3529,68;86,87
312;3540,24;87,15
313;3572,91;87,43
314;3572,91;87,71
315;3572,91;87,99
316;3585,45;88,27
317;3637,92;88,55
318;3681,15;88,83
319;3681,15;89,11
320;3681,15;89,39
321;3702,6;89,66
322;3724,38;89,94
323;3738,9;90,22
324;3767,61;90,50
325;3789,39;90,78
326;3789,39;91,06
327;3789,39;91,34
328;3789,39;91,62
329;3789,39;91,90
330;3789,39;92,18
331;3789,39;92,46
332;3836,91;92,74
333;3896,64;93,02
334;3897,63;93,30
335;3908,19;93,58
336;3913,8;93,85
337;3938,88;94,13
338;3940,86;94,41
339;3951,75;94,69
340;3969,24;94,97
341;3994,98;95,25
342;4005,87;95,53
343;4006,2;95,81
344;4013,46;96,09
345;4022,04;96,37
346;4094,64;96,65
347;4114,11;96,93
348;4114,11;97,21
349;4119,39;97,49
350;4222,35;97,77
351;4222,35;98,04
352;4224,66;98,32
353;4238,52;98,60
354;4330,59;98,88
355;4330,59;99,16
356;4330,59;99,44
357;4330,59;99,72
358;4438,5;100,00
